TIME,NAME,CHANNEL,TUBE,SIGNAL
15.066,GSS Female,3,6,156.618
15.0751,Wild Fly,2,7,115.868
15.1355,GSS Female,3,7,141.71
15.1442,Wild Fly,2,8,131.79
15.2049,GSS Female,3,8,129.455
15.7797,Wild Fly,2,1,97.3698
15.8409,GSS Female,3,1,148.44
15.8491,Wild Fly,2,2,107.579
15.9103,GSS Female,3,2,150.614
15.9186,Wild Fly,2,3,104.614
15.979,GSS Female,3,3,150.967
15.9871,Wild Fly,2,4,389.961
16.0482,GSS Female,3,4,439.677
16.0566,Wild Fly,2,5,94.2884
16.1178,GSS Female,3,5,158.834
16.126,Wild Fly,2,6,89.841
16.1868,GSS Female,3,6,156.618
16.1951,Wild Fly,2,7,117.955
16.2561,GSS Female,3,7,142.76
16.265,Wild Fly,2,8,133.108
16.3269,GSS Female,3,8,131.543
16.9024,Wild Fly,2,1,99.4865
16.9631,GSS Female,3,1,150.531
16.9714,Wild Fly,2,2,107.579
17.0322,GSS Female,3,2,151.73
17.0409,Wild Fly,2,3,102.583
17.1019,GSS Female,3,3,152.023
17.1101,Wild Fly,2,4,420.944
17.1714,GSS Female,3,4,486.474
17.1801,Wild Fly,2,5,95.3722
17.2409,GSS Female,3,5,158.834
17.2492,Wild Fly,2,6,89.841
17.3095,GSS Female,3,6,156.618
17.3181,Wild Fly,2,7,116.912
17.3792,GSS Female,3,7,141.71
17.3881,Wild Fly,2,8,133.108
17.4484,GSS Female,3,8,129.455
18.0241,Wild Fly,2,1,99.4865
18.0849,GSS Female,3,1,149.486
18.0928,Wild Fly,2,2,108.665
18.1535,GSS Female,3,2,151.73
18.1631,Wild Fly,2,3,102.583
18.2235,GSS Female,3,3,153.079
18.2317,Wild Fly,2,4,454.064
18.2924,GSS Female,3,4,530.006
18.3007,Wild Fly,2,5,94.2884
18.3618,GSS Female,3,5,159.907
18.37,Wild Fly,2,6,89.841
18.431,GSS Female,3,6,158.763
18.4396,Wild Fly,2,7,117.955
18.5006,GSS Female,3,7,142.76
18.5094,Wild Fly,2,8,133.108
18.5701,GSS Female,3,8,130.499
19.1454,Wild Fly,2,1,99.4865
19.2064,GSS Female,3,1,149.486
19.2146,Wild Fly,2,2,108.665
19.2755,GSS Female,3,2,152.846
19.2841,Wild Fly,2,3,103.598
19.3452,GSS Female,3,3,153.079
19.3535,Wild Fly,2,4,486.116
19.4147,GSS Female,3,4,585.51
19.4228,Wild Fly,2,5,95.3722
19.4843,GSS Female,3,5,159.907
19.4926,Wild Fly,2,6,89.841
19.5533,GSS Female,3,6,158.763
19.5618,Wild Fly,2,7,117.955
19.6223,GSS Female,3,7,142.76
19.6313,Wild Fly,2,8,134.426
19.6921,GSS Female,3,8,130.499
20.2657,Wild Fly,2,1,99.4865
20.3264,GSS Female,3,1,150.531
20.3348,Wild Fly,2,2,107.579
20.3952,GSS Female,3,2,152.846
20.4038,Wild Fly,2,3,105.63
20.465,GSS Female,3,3,153.079
20.4732,Wild Fly,2,4,519.236
20.5351,GSS Female,3,4,632.308
20.5435,Wild Fly,2,5,95.3722
20.6041,GSS Female,3,5,159.907
20.6124,Wild Fly,2,6,90.8736
20.6736,GSS Female,3,6,158.763
20.6822,Wild Fly,2,7,117.955
20.7427,GSS Female,3,7,142.76
20.7517,Wild Fly,2,8,134.426
20.8121,GSS Female,3,8,129.455
21.3867,Wild Fly,2,1,100.545
21.4478,GSS Female,3,1,150.531
21.4559,Wild Fly,2,2,108.665
21.517,GSS Female,3,2,152.846
21.5257,Wild Fly,2,3,106.645
21.5865,GSS Female,3,3,154.134
21.5945,Wild Fly,2,4,554.492
21.6551,GSS Female,3,4,689.988
21.6634,Wild Fly,2,5,95.3722
21.7237,GSS Female,3,5,159.907
21.7319,Wild Fly,2,6,89.841
21.7925,GSS Female,3,6,158.763
21.8014,Wild Fly,2,7,117.955
21.862,GSS Female,3,7,142.76
21.8709,Wild Fly,2,8,135.743
21.9321,GSS Female,3,8,130.499
22.5073,Wild Fly,2,1,100.545
22.5677,GSS Female,3,1,150.531
22.5759,Wild Fly,2,2,109.752
22.6372,GSS Female,3,2,155.077
22.6458,Wild Fly,2,3,103.598
22.7068,GSS Female,3,3,154.134
22.7153,Wild Fly,2,4,587.612
22.7759,GSS Female,3,4,746.58
22.7844,Wild Fly,2,5,95.3722
22.8455,GSS Female,3,5,160.98
22.8537,Wild Fly,2,6,89.841
22.9141,GSS Female,3,6,159.836
22.9227,Wild Fly,2,7,117.955
22.9829,GSS Female,3,7,142.76
22.9918,Wild Fly,2,8,135.743
23.0529,GSS Female,3,8,130.499
